@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}

@data
21,'2019/09/24 10:48:41:299',1,-9018537,-6386047,-9280679,-5920861,-8421763,-9545649,-9087932,-10403278,-8760520,-8367545,-10005427,-9609899,-9345955,-5658716,-8224897,-8230307,-8757944,-10927303,-4088683,-4085854,-7435120,-10069930,-9344664,-5855833,-8225154,-11188671,-12372429,-7047056,-2772050,-4415075,-8684928,-10331812,-9344406,-5990512,-7899020,-10993353,-9415876,-3824745,-2705743,-3757657,-11582393,-10595759,-5668238,-8234421,-7511468,-7380399,-7970740,-7510444,-4876659,-4086366,-11647157,-10923949,-6128274,-8957365,-8366772,-8170424,-9023681,-9154491,-6850191,-4743783,-11119009,-9736327,-7629922,-6973021,-7173746,-9345949,-9479603,-6521488,-4546662,-4940648,-6115659,-2167055,-5123612,-8220510,-10329495,-11386046,-8757686,-6849941,-3428693,-5071975,-5123358,-7032116,-8877411,-11183773,-13948883,-10860741,-8429239,-8363444,-5664117,-5597032,-8349008,-9535343,-11314587,-12304059,-11515835,-9020862,-8692412,-8823998,-8757948,-8757171,?
22,'2019/09/24 10:48:41:332',1,-9018536,-6320512,-9215143,-5986653,-8421762,-9545393,-9087676,-10403277,-8826313,-8433081,-10005427,-9609899,-9280419,-5724508,-8224897,-8295842,-8692408,-10927047,-4154475,-4085855,-7500656,-10069674,-9344664,-5855833,-8159618,-11122879,-12372429,-6981519,-2772050,-4480869,-8684928,-10331812,-9344406,-5990512,-7898763,-10927817,-9415877,-3824745,-2705743,-3823194,-11582393,-10595760,-5799566,-8168372,-7577004,-7380142,-7970740,-7444651,-4810866,-4152160,-11581878,-10923949,-6128530,-8891573,-8367028,-8170425,-8958145,-9154236,-6850191,-4743784,-11119010,-9736327,-7629921,-7039069,-7173747,-9345692,-9545139,-6521745,-4546663,-4875368,-6181195,-2232591,-5123612,-8220509,-10263959,-11386046,-8757685,-6915734,-3428437,-5006439,-5057822,-6966579,-8811875,-11183772,-13949139,-10860997,-8429239,-8363444,-5664117,-5531496,-8349007,-9535343,-11314586,-12304058,-11450298,-9086398,-8757949,-8823998,-8823483,-8757427,?
23,'2019/09/24 10:48:41:365',1,-8953000,-6320511,-9215143,-5986654,-8421763,-9545392,-9022140,-10403278,-8826313,-8498876,-10005428,-9609899,-9345955,-5724508,-8224897,-8295842,-8692407,-10927302,-4220270,-4085855,-7435120,-10069930,-9344920,-5921368,-8224898,-11122879,-12372684,-6981263,-2772050,-4546661,-8684928,-10331812,-9409942,-5990511,-7898763,-10927561,-9416132,-3890281,-2705742,-3888986,-11582393,-10596015,-5865102,-8102579,-7642797,-7380142,-7970741,-7378857,-4744817,-4283745,-11647157,-10989485,-6128529,-8825781,-8432564,-8170425,-8957889,-9088699,-6849935,-4809577,-11119009,-9736328,-7629666,-6973534,-7173748,-9280156,-9545139,-6587282,-4546663,-4940904,-6181708,-2167055,-5058076,-8220508,-10263959,-11451583,-8757686,-6915734,-3428437,-5006438,-5057822,-6966579,-8811875,-11117980,-13948882,-10926533,-8429239,-8428980,-5598580,-5531239,-8349007,-9469550,-11249050,-12369595,-11515835,-9020862,-8692412,-8823998,-8757947,-8691634,?
24,'2019/09/24 10:48:41:399',1,-9018537,-6386047,-9280679,-5921118,-8421763,-9545393,-9087676,-10403277,-8826312,-8564925,-10005426,-9609898,-9280418,-5724508,-8224898,-8295843,-8692408,-10927560,-4351854,-4085854,-7500656,-10069674,-9344919,-5921369,-8159617,-11122879,-12372429,-6981263,-2772050,-4612453,-8684928,-10331812,-9344662,-6056047,-7899019,-10927817,-9415877,-3890538,-2705743,-3888986,-11516857,-10596015,-5865359,-8102579,-7642797,-7380143,-7904948,-7312808,-4679280,-4283745,-11581622,-10923949,-6194066,-8825781,-8366772,-8104889,-8957889,-9088698,-6784398,-4809576,-11053730,-9736327,-7695457,-6973276,-7173747,-9280156,-9545139,-6587538,-4612199,-4940904,-6181452,-2167055,-5123612,-8220510,-10263959,-11386046,-8757685,-6915734,-3428437,-5006439,-5057822,-6966579,-8811875,-11183772,-13948882,-10860997,-8429239,-8363445,-5532787,-5531238,-8348751,-9535342,-11314586,-12304059,-11450299,-9020863,-8757949,-8823998,-8757947,-8691377,?
25,'2019/09/24 10:48:41:432',1,-9018536,-6320511,-9280934,-5921117,-8421763,-9545648,-9087931,-10403278,-8826313,-8696511,-10005426,-9675435,-9280418,-5724507,-8224897,-8230306,-8692407,-11058888,-4483185,-4020062,-7500656,-10069931,-9344919,-5921368,-8159618,-11188671,-12372685,-7047056,-2706257,-4546661,-8684928,-10331812,-9409942,-5990255,-7964555,-10927818,-9415876,-3956331,-2705743,-3888986,-11582393,-10596016,-5865359,-8037043,-7642797,-7380143,-7905204,-7247271,-4679280,-4217696,-11581878,-10923693,-6194067,-8825781,-8432308,-8170424,-8957889,-9088699,-6850191,-4743784,-11119009,-9736328,-7629666,-7038813,-7173747,-9345692,-9479603,-6587538,-4612455,-4875112,-6115915,-2167055,-5123612,-8220765,-10329496,-11386046,-8757686,-6850198,-3428692,-5006182,-5057822,-6966580,-8811875,-11183772,-13948883,-10860997,-8429239,-8363445,-5532529,-5465703,-8349008,-9469807,-11314586,-12369594,-11450299,-9020862,-8757948,-8823998,-8757948,-8691376,?
26,'2019/09/24 10:48:41:466',1,-9018536,-6386048,-9280679,-5986654,-8421763,-9545392,-9087676,-10403533,-8826313,-8762305,-10005425,-9609899,-9345955,-5724508,-8290433,-8295842,-8692408,-11190218,-4615027,-3954526,-7435376,-10069929,-9410200,-5921369,-8224898,-11122879,-12372429,-7244435,-2771794,-4480868,-8684928,-10331813,-9409942,-5990255,-7964555,-10862025,-9481413,-4087917,-2705743,-3757657,-11582393,-10596015,-5996431,-8036786,-7642797,-7314351,-7904948,-7247271,-4745073,-4020574,-11647158,-10989484,-6194066,-8825523,-8432307,-8104889,-8957889,-9088699,-6915984,-4677991,-11119264,-9736327,-7695202,-6973277,-7108211,-9280155,-9545139,-6653331,-4612456,-4875111,-6115915,-2167055,-5123612,-8220509,-10263703,-11386047,-8757685,-6915734,-3428436,-4940646,-5123358,-6966580,-8811875,-11183772,-13948883,-10926533,-8429239,-8428980,-5532529,-5465445,-8349007,-9535343,-11380122,-12304058,-11450299,-9086398,-8757948,-8823998,-8757947,-8691376,?
27,'2019/09/24 10:48:41:500',1,-9018537,-6386048,-9280678,-5986653,-8421763,-9545393,-9087676,-10468813,-8826313,-8762304,-10005427,-9609899,-9345955,-5724508,-8224897,-8230307,-8626872,-11190218,-4615027,-3954526,-7435375,-10069929,-9410200,-5855833,-8225154,-11122879,-12372429,-7310229,-2706258,-4415331,-8684927,-10331812,-9410198,-5990255,-7964298,-10927561,-9481669,-4153454,-2640207,-3757400,-11582393,-10661551,-6062224,-7970993,-7642797,-7314350,-7904948,-7247271,-4745073,-4020573,-11581622,-10989485,-6259602,-8694451,-8367028,-8104888,-8957888,-9154235,-6850448,-4677990,-11119265,-9801864,-7629666,-6973278,-7173747,-9280156,-9545139,-6653332,-4612456,-4875111,-6181452,-2167311,-5058076,-8220509,-10263704,-11386046,-8757686,-6915735,-3428437,-5006182,-5057822,-6966579,-8811875,-11183515,-13948883,-10926533,-8429240,-8428980,-5532530,-5465702,-8283471,-9469806,-11314331,-12304314,-11515835,-9086397,-8692413,-8823998,-8757947,-8691376,?
28,'2019/09/24 10:48:41:532',1,-9018536,-6386047,-9215143,-5986653,-8421763,-9545392,-9087677,-10403278,-8760777,-8630975,-10005426,-9609899,-9280419,-5724507,-8224898,-8295843,-8692409,-11058890,-4483185,-4020062,-7500656,-10135465,-9344663,-5921368,-8159617,-11123135,-12372429,-7178642,-2706257,-4480868,-8684928,-10331812,-9410198,-5990254,-7964298,-10927561,-9415877,-3890795,-2640206,-3823193,-11582393,-10596015,-6062224,-7905457,-7642541,-7314350,-7904947,-7247271,-4744817,-4086366,-11581622,-10989485,-6194066,-8759987,-8432308,-8104632,-8957888,-9088699,-6849935,-4743783,-11119010,-9736328,-7629666,-7039070,-7173747,-9280157,-9545139,-6653075,-4612199,-4940904,-6181452,-2167055,-5123612,-8220509,-10263959,-11386047,-8757686,-6850198,-3494229,-5071974,-5057822,-6966579,-8811875,-11183771,-13948883,-10860997,-8429238,-8363443,-5532530,-5531496,-8349007,-9469807,-11314587,-12369594,-11450299,-9086142,-8757949,-8823998,-8823483,-8691377,?
29,'2019/09/24 10:48:41:565',1,-8953255,-6386047,-9346215,-5920861,-8422019,-9610928,-9153468,-10403278,-8760777,-8499132,-10070962,-9609899,-9280418,-5724252,-8224898,-8230307,-8692409,-10992839,-4285805,-4085599,-7500656,-10069674,-9344663,-5855832,-8225154,-11188671,-12372428,-6915727,-2706257,-4546661,-8684928,-10331812,-9410198,-5989997,-7964298,-10993354,-9415876,-3759208,-2640206,-3823450,-11582393,-10596015,-6062223,-8036786,-7511211,-7314350,-7839412,-7247271,-4679280,-4217952,-11647157,-10923692,-6128530,-8760244,-8366772,-8104632,-8958145,-9023162,-6784142,-4809833,-11119009,-9736327,-7695202,-7104864,-7174005,-9280413,-9479602,-6587537,-4546662,-4940904,-6115915,-2167055,-5123612,-8220510,-10329496,-11386046,-8757686,-6784404,-3494229,-5071975,-5057822,-7032116,-8811875,-11183773,-13948883,-10860741,-8429239,-8363443,-5598323,-5597288,-8349008,-9469807,-11314587,-12369594,-11515835,-9020862,-8692413,-8823999,-8757948,-8691634,?
30,'2019/09/24 10:48:41:599',1,-9018535,-6320511,-9280679,-5921117,-8421763,-9545392,-9087676,-10403277,-8826057,-8367289,-10070962,-9609899,-9345955,-5724252,-8224898,-8295586,-8692407,-10795973,-4088683,-4151391,-7435120,-10069929,-9410200,-5921369,-8159618,-11188415,-12372429,-6849677,-2771794,-4612453,-8750464,-10331812,-9410198,-5989997,-7964298,-10993353,-9415876,-3693159,-2640206,-3823450,-11582393,-10596015,-5996687,-8102323,-7510955,-7314350,-7904948,-7247271,-4679280,-4283744,-11647158,-10923693,-6062738,-8825781,-8366772,-8039095,-8958145,-9022906,-6718605,-4875369,-11119009,-9736327,-7629666,-7105120,-7239797,-9280156,-9479603,-6587281,-4546662,-4940904,-6181195,-2167055,-5123612,-8220509,-10263959,-11386047,-8757686,-6849941,-3494229,-5072231,-5123358,-6966580,-8811875,-11183772,-13883347,-10926533,-8429240,-8363444,-5664116,-5662825,-8349007,-9535343,-11380122,-12369594,-11515835,-9020862,-8692413,-8823999,-8757947,-8757170,?
31,'2019/09/24 10:48:41:632',1,-9018536,-6320511,-9280679,-5986653,-8421763,-9545393,-9087676,-10403278,-8760776,-8301496,-10005682,-9609899,-9345955,-5724508,-8224897,-8295842,-8626616,-10795717,-4088682,-4086111,-7500656,-10135465,-9344664,-5855833,-8159361,-11122878,-12372429,-6849677,-2772050,-4612453,-8684928,-10331812,-9410198,-5989998,-7964298,-10993095,-9415876,-3693159,-2705742,-3823450,-11582394,-10596015,-5996432,-8102322,-7379883,-7314350,-7839412,-7247272,-4679280,-4217952,-11581878,-10989485,-6062738,-8825780,-8366772,-8104632,-9023681,-9088442,-6718605,-4875368,-11119265,-9802120,-7629666,-7170657,-7174004,-9280156,-9479603,-6587537,-4546662,-4940904,-6181451,-2167311,-5058076,-8154972,-10263703,-11451582,-8757686,-6850197,-3428693,-5071975,-5057822,-6966579,-8811875,-11183515,-13883347,-10926533,-8494775,-8363444,-5664117,-5597288,-8348751,-9469550,-11314331,-12369595,-11450298,-9086398,-8692412,-8823998,-8758203,-8757170,?
32,'2019/09/24 10:48:41:667',1,-9018537,-6386047,-9280679,-5986654,-8421763,-9545392,-9087676,-10403277,-8826313,-8367032,-10005426,-9609899,-9280419,-5724508,-8224641,-8295842,-8626871,-10795717,-4088427,-4151391,-7500912,-10069930,-9344664,-5855833,-8159361,-11122879,-12372684,-6849421,-2837587,-4612453,-8684928,-10331812,-9410198,-5990254,-7898762,-10993097,-9415877,-3693159,-2705486,-3823449,-11582393,-10596015,-5996431,-8102579,-7445419,-7379886,-7904948,-7247272,-4679279,-4283745,-11581878,-10923949,-6062738,-8826037,-8366772,-8039096,-9023681,-9022906,-6718605,-4875369,-11053730,-9736584,-7629666,-7105120,-7174003,-9345692,-9479603,-6587282,-4546406,-4940904,-6247243,-2167055,-5058076,-8220509,-10263703,-11386046,-8757686,-6850197,-3428693,-5071975,-5057565,-6901043,-8811875,-11117979,-13883347,-10926534,-8429239,-8363444,-5664116,-5597032,-8283215,-9469806,-11314330,-12369594,-11450299,-9020861,-8692413,-8823998,-8757948,-8691635,?
33,'2019/09/24 10:48:41:700',1,-8953001,-6320512,-9280679,-5986653,-8421763,-9545392,-9087932,-10403278,-8826056,-8367546,-10005426,-9609899,-9345955,-5724508,-8224897,-8295587,-8692408,-10795717,-4154219,-4085855,-7435120,-10069929,-9410200,-5921368,-8159617,-11188671,-12372428,-6849421,-2772050,-4612453,-8684928,-10331812,-9410198,-5990254,-7898763,-10927817,-9415876,-3758695,-2640206,-3888986,-11582393,-10596015,-5865103,-8168372,-7445675,-7379886,-7970484,-7312808,-4679280,-4283745,-11581877,-10923692,-6062738,-8891573,-8366772,-8039096,-9023681,-9022907,-6718349,-4809833,-11119009,-9736328,-7629666,-7039326,-7174004,-9345692,-9479603,-6521745,-4480870,-4875368,-6181451,-2167055,-5058076,-8220509,-10263959,-11386047,-8757686,-6849942,-3428693,-5006439,-5057822,-6966580,-8811875,-11183516,-13949138,-10926533,-8429240,-8363445,-5598323,-5531496,-8283471,-9535342,-11314586,-12369595,-11450299,-9086398,-8692413,-8823998,-8757947,-8691633,?
34,'2019/09/24 10:48:41:733',1,-9018536,-6386047,-9280679,-5986653,-8421763,-9545392,-9087932,-10403278,-8826312,-8499132,-10005426,-9609899,-9345954,-5724507,-8224897,-8295842,-8692408,-10927303,-4286061,-4020318,-7435120,-10069674,-9344664,-5921113,-8225154,-11188671,-12372428,-6981263,-2772050,-4546661,-8684928,-10331813,-9344406,-6055791,-7898763,-10927817,-9415876,-3825001,-2705742,-3823194,-11582394,-10595759,-5799566,-8168371,-7577004,-7380142,-7970740,-7313064,-4745072,-4217952,-11581877,-10989229,-6128530,-8891573,-8366772,-8104632,-9023680,-9022906,-6784142,-4744039,-11119009,-9736327,-7629666,-6973277,-7173746,-9345692,-9545139,-6521746,-4546662,-4875111,-6115915,-2167055,-5123612,-8220510,-10263960,-11386046,-8757685,-6915478,-3428692,-4940902,-5057822,-6966579,-8811875,-11183517,-13883347,-10860997,-8429239,-8363444,-5532787,-5531239,-8349007,-9535343,-11314588,-12304059,-11450298,-9020862,-8757949,-8823999,-8823484,-8757170,?
35,'2019/09/24 10:48:41:767',1,-9018537,-6386047,-9280679,-5986653,-8421763,-9545392,-9087676,-10468814,-8826313,-8630718,-10005428,-9675435,-9280419,-5724508,-8224897,-8295842,-8692152,-11058889,-4483441,-3954526,-7500655,-10135466,-9344664,-5855833,-8159617,-11122879,-12372685,-7178641,-2771794,-4480868,-8684927,-10331812,-9344406,-5990512,-7898763,-10927561,-9481413,-4022124,-2705743,-3757657,-11582394,-10596015,-5865359,-7971250,-7708589,-7380143,-7970740,-7313065,-4810866,-4086366,-11581878,-10989485,-6194067,-8759988,-8432308,-8170424,-8958145,-9088698,-6850191,-4678247,-11119009,-9801864,-7629922,-6907484,-7107954,-9280155,-9479603,-6521745,-4546662,-4940648,-6181451,-2167055,-5058076,-8220509,-10263958,-11451582,-8757686,-6850198,-3428436,-5006182,-5057822,-6966579,-8811875,-11183516,-13949138,-10860997,-8429239,-8428980,-5532530,-5465703,-8348751,-9535087,-11314586,-12304058,-11450299,-9020862,-8757949,-8823999,-8823484,-8691378,?
36,'2019/09/24 10:48:41:799',1,-9018536,-6386047,-9280679,-5986653,-8421763,-9545393,-9022140,-10468814,-8826314,-8762305,-10070962,-9609899,-9345955,-5790043,-8224897,-8295842,-8692407,-11190475,-4680564,-3954525,-7500656,-10135465,-9410455,-5855833,-8159361,-11122879,-12372685,-7310484,-2771794,-4415075,-8684928,-10331812,-9344662,-6056048,-7899019,-10862025,-9481669,-4088174,-2705743,-3757401,-11516857,-10596015,-5931151,-7905457,-7840174,-7380143,-7970740,-7378857,-4810867,-4086366,-11581878,-10989485,-6325395,-8694195,-8498100,-8170425,-8957889,-9088699,-6849936,-4678247,-11119009,-9736583,-7629922,-6907226,-7107697,-9345691,-9479603,-6521489,-4546663,-4875111,-6181452,-2167055,-5058076,-8220508,-10263703,-11451581,-8757686,-6849941,-3428436,-5006437,-5057822,-6966579,-8811874,-11117979,-13883347,-10926532,-8429239,-8363444,-5532273,-5531495,-8283471,-9469551,-11314330,-12304058,-11450299,-9086398,-8757949,-8823998,-8757947,-8691376,?
37,'2019/09/24 10:48:41:832',1,-9018537,-6386048,-9215142,-5986653,-8356483,-9545393,-9087933,-10468814,-8826313,-8828097,-10005426,-9609899,-9345955,-5724252,-8224897,-8295587,-8692408,-11256267,-4746356,-3954269,-7500656,-10069930,-9410200,-5855833,-8159618,-11123135,-12372684,-7376021,-2706257,-4349539,-8684928,-10266276,-9344406,-5990512,-7964556,-10862025,-9481413,-4153710,-2705743,-3691865,-11582393,-10596015,-5931152,-7905458,-7840175,-7445679,-7970997,-7378857,-4810866,-4086366,-11647158,-10989484,-6390931,-8694195,-8498100,-8170425,-8957889,-9154235,-6849935,-4743783,-11053473,-9736328,-7695201,-6841435,-7107696,-9345691,-9479602,-6455951,-4546662,-4875112,-6181451,-2232591,-5123612,-8220509,-10263704,-11386046,-8757685,-6718354,-3428436,-5071974,-5057822,-6966579,-8811875,-11117980,-13883347,-10860997,-8363704,-8297650,-5400944,-5531751,-8348751,-9469807,-11314586,-12369594,-11515834,-9086399,-8692411,-8823998,-8757947,-8625839,?
38,'2019/09/24 10:48:41:868',1,-8953000,-6386047,-9280935,-5986653,-8421763,-9545393,-9087932,-10469069,-8826313,-8828354,-10005426,-9609899,-9280419,-5658971,-8224897,-8295842,-8692408,-11256268,-4812150,-3954269,-7435119,-10069930,-9410200,-5855832,-8225153,-11188671,-12372685,-7441814,-2706257,-4283746,-8750464,-10331812,-9344406,-6056048,-7899021,-10927562,-9415877,-4153710,-2705743,-3626071,-11582393,-10596015,-5865616,-7905458,-7839918,-7380143,-7970997,-7378858,-4810867,-4020573,-11647157,-10923949,-6325395,-8694195,-8498100,-8170425,-8957888,-9088699,-6849935,-4743783,-11053473,-9736328,-7695201,-6841690,-7107696,-9345691,-9479603,-6390159,-4546406,-4940648,-6115659,-2167055,-5123612,-8220509,-10263959,-11386046,-8757685,-6587024,-3428693,-5071975,-5123358,-7032115,-8811875,-11183517,-13883347,-10860997,-8429240,-8297393,-5400944,-5597288,-8349007,-9535342,-11314587,-12369594,-11515835,-9086142,-8692413,-8823998,-8823484,-8625584,?
39,'2019/09/24 10:48:41:899',1,-9018535,-6386047,-9215143,-5986653,-8421763,-9545393,-9022140,-10469069,-8826314,-8762305,-10005426,-9675435,-9345955,-5724508,-8224898,-8295842,-8626872,-11256268,-4746357,-3888733,-7500655,-10135210,-9344664,-5855833,-8159362,-11122879,-12372686,-7507607,-2706001,-4152161,-8619648,-10331813,-9344662,-6056048,-7964555,-10862024,-9481413,-4087917,-2640207,-3560278,-11582393,-10596015,-5996688,-7905458,-7774382,-7380142,-7970997,-7379115,-4876660,-3954781,-11647157,-10923949,-6325395,-8694195,-8498100,-8170425,-8892608,-9088698,-6784399,-4743784,-11053473,-9736328,-7695201,-6907227,-7107697,-9280155,-9545138,-6390158,-4480869,-4940904,-6181451,-2167055,-5058076,-8220510,-10263703,-11386046,-8823222,-6586769,-3428693,-5071975,-5057822,-6966579,-8811874,-11183515,-13883347,-10926533,-8429239,-8231857,-5466737,-5662824,-8349008,-9469807,-11314586,-12304058,-11515835,-9020862,-8692412,-8823999,-8757947,-8691376,?
40,'2019/09/24 10:48:41:932',1,-8953000,-6320512,-9215142,-5986654,-8421763,-9545392,-9022140,-10468814,-8826313,-8630718,-10005426,-9675436,-9345955,-5724508,-8224641,-8295842,-8692408,-11190475,-4549234,-3954269,-7500656,-10069929,-9344664,-5855833,-8159361,-11122878,-12372685,-7441814,-2706257,-4152161,-8684928,-10397349,-9409942,-5990512,-7898763,-10927561,-9481668,-4022124,-2705743,-3560278,-11647929,-10596015,-5996687,-7971249,-7708589,-7380143,-7970741,-7444650,-4876659,-3954781,-11581877,-10989485,-6259859,-8694451,-8498101,-8104888,-8958144,-9088698,-6784398,-4743784,-11119010,-9801864,-7629666,-6973021,-7107697,-9280155,-9545139,-6455695,-4480870,-4940904,-6181707,-2167055,-5058075,-8220253,-10263703,-11451582,-8757685,-6652561,-3494229,-5072231,-5057566,-6966579,-8811874,-11117979,-13883346,-10926532,-8429239,-8231857,-5532529,-5663081,-8283215,-9469550,-11249049,-12369594,-11515834,-9020862,-8757949,-8823998,-8823483,-8691377,?
41,'2019/09/24 10:48:41:966',1,-8953000,-6320512,-9215142,-5986654,-8421763,-9545392,-9022140,-10468814,-8826313,-8630718,-10005426,-9675436,-9345955,-5724508,-8224641,-8295842,-8692408,-11190475,-4549234,-3954269,-7500656,-10069929,-9344664,-5855833,-8159361,-11122878,-12372685,-7441814,-2706257,-4152161,-8684928,-10397349,-9409942,-5990512,-7898763,-10927561,-9481668,-4022124,-2705743,-3560278,-11647929,-10596015,-5996687,-7971249,-7708589,-7380143,-7970741,-7444650,-4876659,-3954781,-11581877,-10989485,-6259859,-8694451,-8498101,-8104888,-8958144,-9088698,-6784398,-4743784,-11119010,-9801864,-7629666,-6973021,-7107697,-9280155,-9545139,-6455695,-4480870,-4940904,-6181707,-2167055,-5058075,-8220253,-10263703,-11451582,-8757685,-6652561,-3494229,-5072231,-5057566,-6966579,-8811874,-11117979,-13883346,-10926532,-8429239,-8231857,-5532529,-5663081,-8283215,-9469550,-11249049,-12369594,-11515834,-9020862,-8757949,-8823998,-8823483,-8691377,?
42,'2019/09/24 10:48:41:999',1,-9018536,-6386047,-9280680,-5986398,-8421763,-9545393,-9087933,-10468813,-8826057,-8433081,-10005426,-9609899,-9345956,-5724252,-8224897,-8295587,-8692408,-10992840,-4154476,-4085598,-7500656,-10135465,-9344664,-5921368,-8225153,-11188671,-12372429,-7112848,-2771794,-4349282,-8684928,-10331812,-9409942,-6055791,-7964556,-10927817,-9415876,-3824745,-2705742,-3626072,-11582393,-10596015,-5865359,-8102579,-7511211,-7379886,-7970997,-7379115,-4876660,-4020573,-11581622,-10923949,-6128530,-8891316,-8366772,-8039096,-9023681,-9088699,-6784398,-4809575,-11119009,-9736328,-7629666,-7104863,-7173747,-9345692,-9479603,-6455695,-4480869,-4875368,-6181451,-2167055,-5123612,-8220509,-10329495,-11385790,-8757685,-6652818,-3428693,-5072231,-5057822,-6966579,-8811874,-11183516,-13948883,-10860997,-8494775,-8232114,-5664116,-5663081,-8349007,-9535086,-11314587,-12304058,-11450299,-9020862,-8692413,-8823998,-8757947,-8691635,?
43,'2019/09/24 10:48:42:032',1,-9018537,-6386048,-9280679,-5986397,-8421763,-9545392,-9087676,-10468814,-8826313,-8367033,-10070962,-9609899,-9345955,-5724252,-8224898,-8230307,-8692408,-10861766,-4088683,-4085854,-7500655,-10069930,-9344664,-5855832,-8225153,-11188415,-12372684,-7047057,-2772050,-4349539,-8684928,-10331813,-9410198,-6055791,-7898763,-10993353,-9415876,-3824744,-2705743,-3626072,-11582393,-10596015,-5865359,-8102579,-7577003,-7379886,-7970741,-7444651,-4876660,-4020573,-11647158,-10923693,-6128530,-8825781,-8367028,-8104632,-9023680,-9088699,-6849935,-4743783,-11119009,-9736328,-7629665,-7039326,-7173747,-9345692,-9545139,-6455951,-4546662,-4940904,-6115915,-2167055,-5123612,-8220509,-10263959,-11386046,-8757686,-6718611,-3428693,-5137768,-5057822,-6966579,-8811875,-11183772,-13948883,-10860997,-8429239,-8363186,-5664373,-5663081,-8349007,-9469806,-11314586,-12304057,-11515835,-9020862,-8692413,-8823999,-8757947,-8757172,?
