@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}

@data
1710,'2019/09/24 10:58:07:130',21,-4869709,-2239282,-4608090,-6715008,-7835541,-8953246,-9743014,-9742757,-11188404,-11648184,-2633262,-526345,-1712170,-5072244,-8888999,-9611687,-8556681,-8091246,-8427676,-9151147,-3162191,-724758,-2832966,-5860986,-7966356,-9279384,-5854028,-8091245,-9412771,-9872808,-7503236,-6386559,-7108996,-8293008,-7309195,-9344149,-5457205,-8223346,-8556951,-7307399,-9538688,-9474702,-9937056,-9608349,-7963012,-8883083,-5852993,-8749949,-8688530,-4345673,-7760216,-10921367,-10724505,-9737356,-10000791,-7894895,-6839373,-8618363,-6253932,-4806225,-11182479,-11513759,-9014915,-6385520,-8820633,-7506828,-7895925,-9541781,-6715254,-6253415,-12039849,-11449000,-6455428,-8363682,-11321527,-8693930,-9153453,-9612975,-10138545,-10269616,-12367269,-11776934,-7770516,-9152679,-11321267,-10534327,-11323842,-10665916,-11650753,-11518395,-12497054,-12300188,-10590603,-10790041,-11840923,-10594205,-10659486,-11975604,-10791329,-10922656,2
1711,'2019/09/24 10:58:07:163',21,-4869964,-2239282,-4608090,-6715007,-7900821,-8953247,-9808550,-9742757,-11253940,-11582649,-2633518,-526345,-1777706,-5072243,-8888999,-9611686,-8556425,-8091247,-8362140,-9151147,-3162447,-724758,-2832710,-5861241,-7966355,-9279384,-5788491,-8091246,-9413027,-9872808,-7503236,-6452095,-7108995,-8227727,-7308938,-9278612,-5457205,-8288882,-8491415,-7241606,-9538688,-9474703,-9936800,-9673886,-7963268,-8751754,-5984323,-8750206,-8622737,-4345418,-7694424,-10921368,-10724505,-9737356,-10000790,-7829103,-6905166,-8618363,-6188138,-4871761,-11116943,-11513759,-9080195,-6450801,-8820632,-7441292,-7896182,-9541781,-6715253,-6253415,-12040105,-11449000,-6520964,-8363938,-11321526,-8693929,-9153453,-9612976,-10138547,-10269617,-12236198,-11776677,-7836052,-9152679,-11386803,-10534328,-11323842,-10731451,-11716289,-11518394,-12431518,-12299932,-10590604,-10790041,-11840922,-10528669,-10659229,-11975860,-10791329,-10922400,2
1712,'2019/09/24 10:58:07:197',21,-4803916,-2239025,-4674140,-6715008,-7901077,-8953503,-9808550,-9742757,-11319732,-11582648,-2567469,-526345,-1843755,-5138037,-8889255,-9677223,-8556424,-8091246,-8362396,-9216683,-3096398,-724759,-2898759,-5927035,-7966356,-9279384,-5788234,-8091246,-9413028,-9872808,-7503236,-6386304,-7109252,-8293009,-7374731,-9278355,-5457462,-8288883,-8491672,-7241606,-9538689,-9474703,-9936800,-9608094,-7963012,-8620168,-6050372,-8815742,-8557200,-4345673,-7826266,-10921368,-10658713,-9803148,-9935254,-7828589,-6970959,-8618620,-6122346,-4871761,-11182734,-11513759,-8948865,-6516850,-8886425,-7441036,-7896182,-9607318,-6649461,-6187623,-12040104,-11383463,-6455171,-8495267,-11190455,-8759465,-9153453,-9678512,-10138290,-10269616,-12367270,-11711142,-7770515,-9218472,-11321267,-10599864,-11323842,-10731452,-11650752,-11583931,-12431773,-12300187,-10525067,-10855834,-11775387,-10462876,-10659230,-11975860,-10791329,-10922399,2
1713,'2019/09/24 10:58:07:231',21,-4803917,-2239025,-4674140,-6649472,-7901077,-8953247,-9808550,-9742757,-11254196,-11582647,-2501933,-526345,-1843756,-5138292,-8888999,-9611686,-8556424,-8156782,-8362140,-9151146,-3030861,-724758,-2898759,-5926779,-7966356,-9279128,-5788491,-8091246,-9413027,-9872808,-7437700,-6452095,-7109252,-8227728,-7374475,-9278612,-5457205,-8223347,-8556951,-7241862,-9538688,-9474703,-9937056,-9608349,-7897476,-8685961,-5984323,-8750206,-8622738,-4279881,-7957596,-10921368,-10658711,-9802893,-9935254,-7828845,-6970703,-8618363,-6188139,-4806225,-11248272,-11513759,-8883330,-6516851,-8820889,-7506828,-7896182,-9541782,-6715254,-6253416,-12040104,-11448999,-6455171,-8429731,-11255990,-8759465,-9153454,-9678511,-10138545,-10269617,-12367014,-11711142,-7770516,-9284007,-11321267,-10599864,-11323842,-10731452,-11650752,-11518394,-12497310,-12300188,-10525067,-10855577,-11840921,-10528412,-10659229,-11975859,-10791329,-10856864,2
1714,'2019/09/24 10:58:07:266',21,-4869709,-2239282,-4608090,-6715008,-7901077,-8953246,-9743014,-9742757,-11188404,-11582647,-2633262,-526345,-1777706,-5072244,-8888999,-9676966,-8556681,-8091246,-8362140,-9150891,-3162190,-724758,-2832710,-5860986,-7900820,-9279129,-5788747,-8091245,-9347491,-9872809,-7503237,-6451839,-7108996,-8293264,-7308939,-9344149,-5391669,-8288882,-8556951,-7307655,-9538688,-9474703,-9937056,-9608349,-7963268,-8817547,-5918529,-8749949,-8688530,-4345673,-7760216,-10921112,-10724505,-9737356,-10000790,-7960431,-6839373,-8618363,-6319468,-4806225,-11117199,-11513759,-9014915,-6451057,-8886169,-7506829,-7896183,-9541780,-6781046,-6253416,-12105385,-11449000,-6455428,-8363938,-11321527,-8759466,-9153453,-9678256,-10138546,-10269617,-12301734,-11776934,-7770516,-9152679,-11386804,-10534328,-11389378,-10731451,-11650752,-11518394,-12431518,-12365468,-10590860,-10789785,-11840922,-10528413,-10593692,-11975859,-10791328,-10856863,2
1715,'2019/09/24 10:58:07:297',21,-4869709,-2239282,-4608090,-6715007,-7901077,-8953247,-9808550,-9742756,-11188659,-11648184,-2633519,-526345,-1777706,-5072500,-8823463,-9677223,-8556425,-8091246,-8362140,-9151147,-3227984,-724758,-2832710,-5861242,-7966356,-9213849,-5788491,-8091246,-9413027,-9872808,-7503236,-6386559,-7108996,-8293009,-7374475,-9278612,-5457205,-8223347,-8556951,-7307398,-9538688,-9474703,-9936800,-9608349,-7963012,-8817290,-5918786,-8815741,-8622993,-4280137,-7694423,-10921368,-10658969,-9737356,-10000790,-7894639,-6905166,-8618363,-6188395,-4871761,-11116943,-11513759,-9080451,-6385521,-8886425,-7506829,-7896183,-9541782,-6715254,-6253416,-12040105,-11449000,-6520964,-8363938,-11321783,-8759721,-9218990,-9612976,-10138547,-10269617,-12301733,-11842471,-7770772,-9218215,-11387059,-10599864,-11323842,-10731452,-11650753,-11583930,-12497054,-12365723,-10656396,-10855321,-11841178,-10528411,-10593436,-11975859,-10725536,-10856864,2
1716,'2019/09/24 10:58:07:330',21,-4869708,-2239281,-4673883,-6649472,-7901077,-9019039,-9808551,-9742756,-11254197,-11648183,-2633006,-526345,-1843755,-5138293,-8954791,-9611431,-8490631,-8091247,-8362141,-9151148,-3096654,-724758,-2898759,-5927034,-7966356,-9279384,-5788234,-8091246,-9413284,-9872807,-7437700,-6386303,-7109252,-8293264,-7374730,-9278355,-5457461,-8288883,-8491416,-7307398,-9538689,-9474703,-9937056,-9673629,-7963012,-8685704,-6050116,-8815743,-8557201,-4345673,-7826010,-10921368,-10658713,-9803148,-9935254,-7828845,-6970959,-8683900,-6122602,-4871761,-11182479,-11513760,-8948866,-6451315,-8886426,-7441293,-7896439,-9542039,-6715253,-6253416,-12105386,-11383465,-6455427,-8495267,-11255991,-8759466,-9219246,-9678512,-10138546,-10335153,-12301735,-11776679,-7704979,-9284007,-11386803,-10599865,-11323843,-10731452,-11650752,-11518394,-12431774,-12300188,-10590860,-10855577,-11841178,-10462620,-10658973,-11975604,-10725793,-10856608,2
1717,'2019/09/24 10:58:07:363',21,-4803916,-2239025,-4674139,-6715008,-7966614,-9019039,-9808551,-9677221,-11254195,-11648184,-2567468,-526345,-1843755,-5138293,-8954536,-9611430,-8490632,-8091246,-8362140,-9150892,-3030861,-724758,-2898759,-5927034,-7966355,-9279384,-5722954,-8091246,-9413027,-9872808,-7437700,-6386303,-7109252,-8293264,-7374730,-9278356,-5457461,-8223347,-8557207,-7307399,-9538689,-9474703,-9937056,-9608093,-7963012,-8685704,-6050115,-8750206,-8622737,-4345673,-7957595,-10921368,-10658712,-9737357,-10000790,-7828845,-6970959,-8618364,-6253675,-4871761,-11182736,-11513759,-8883330,-6517107,-8886425,-7506829,-7896439,-9542038,-6715254,-6253416,-12105385,-11383463,-6455427,-8429731,-11255991,-8759723,-9219246,-9678512,-10138546,-10335153,-12301990,-11776678,-7770516,-9284007,-11386803,-10600120,-11323842,-10731452,-11650752,-11518394,-12431774,-12431003,-10590859,-10855577,-11775386,-10462619,-10658972,-11975604,-10725536,-10856863,2
1718,'2019/09/24 10:58:07:397',21,-4869709,-2239282,-4608347,-6715007,-7901077,-9019039,-9808806,-9742757,-11253940,-11648184,-2567726,-526345,-1777962,-5138036,-8889000,-9676967,-8490632,-8090990,-8362139,-9151147,-3096655,-724759,-2898502,-5926778,-7966356,-9279385,-5788491,-8091245,-9412771,-9872809,-7437701,-6386559,-7108996,-8293264,-7308938,-9344148,-5391669,-8288882,-8556952,-7307656,-9538689,-9474703,-9936800,-9608349,-7963012,-8817290,-5918530,-8749949,-8688530,-4280138,-7826009,-10921368,-10658969,-9737356,-9935254,-7894639,-6905165,-8683899,-6253932,-4806225,-11182479,-11513760,-9014659,-6451314,-8886426,-7507086,-7896184,-9541781,-6781047,-6318952,-12040105,-11449000,-6520964,-8364194,-11321784,-8759466,-9218990,-9678512,-10138546,-10269617,-12236197,-11776934,-7770516,-9218215,-11387059,-10534584,-11323842,-10731452,-11650753,-11518394,-12497054,-12300188,-10656396,-10855577,-11775386,-10462619,-10593436,-11975604,-10725536,-10856607,2
1719,'2019/09/24 10:58:07:430',21,-4869709,-2239282,-4608091,-6649472,-7901078,-9019040,-9808806,-9742756,-11188403,-11648185,-2633518,-526345,-1712170,-5138036,-8889000,-9611430,-8490375,-8090989,-8362140,-9150891,-3162447,-724758,-2832966,-5926778,-7966100,-9279129,-5788491,-8091245,-9413027,-9872808,-7503236,-6386559,-7108995,-8293264,-7308938,-9344149,-5457205,-8288882,-8491415,-7307655,-9538689,-9474703,-9936800,-9673629,-7963012,-8817290,-5918530,-8749949,-8688530,-4345674,-7694424,-10921368,-10724505,-9737356,-10000790,-7894895,-6839630,-8618363,-6253931,-4806225,-11116943,-11513759,-9014916,-6451058,-8886425,-7507086,-7896439,-9542038,-6781046,-6253416,-12105385,-11448999,-6521220,-8363938,-11321784,-8759722,-9219246,-9678512,-10138547,-10335154,-12301734,-11776934,-7770515,-9218470,-11452340,-10599864,-11323842,-10731452,-11650752,-11518394,-12497053,-12365723,-10721931,-10855320,-11840922,-10462619,-10593436,-11910067,-10725536,-10856864,2
1720,'2019/09/24 10:58:07:463',21,-4869708,-2239282,-4608347,-6649471,-7966614,-9019296,-9874343,-9742500,-11254196,-11648184,-2567726,-526345,-1777962,-5203830,-8954792,-9611430,-8424581,-8025454,-8362140,-9216427,-3162190,-724758,-2898503,-5927034,-7966356,-9279384,-5788235,-8091246,-9413027,-9872808,-7437700,-6386559,-7108996,-8293008,-7308937,-9278356,-5457461,-8288883,-8491416,-7241862,-9538689,-9474703,-9937056,-9608094,-7897476,-8685961,-5984579,-8815743,-8622737,-4345418,-7826009,-10921368,-10724248,-9737356,-9935254,-7828845,-6970958,-8618363,-6188139,-4871761,-11182479,-11579296,-8948867,-6451315,-8951961,-7441293,-7896439,-9542038,-6715254,-6253415,-12040105,-11383463,-6520964,-8429731,-11255991,-8759467,-9219247,-9678512,-10204082,-10335154,-12301733,-11776933,-7770515,-9284008,-11321268,-10599864,-11323843,-10731452,-11650753,-11518395,-12366237,-12365724,-10656396,-10855577,-11775386,-10462618,-10593436,-12041140,-10660000,-10922144,2
1721,'2019/09/24 10:58:07:498',21,-4803917,-2239025,-4739676,-6583936,-7966870,-9084832,-9874343,-9676964,-11254197,-11648184,-2567469,-526345,-1843755,-5204086,-8954792,-9611430,-8359045,-8090989,-8362140,-9216683,-3030862,-724758,-2964295,-5927035,-7966100,-9279129,-5788234,-8091246,-9413028,-9872808,-7437700,-6386303,-7109252,-8293264,-7308682,-9278355,-5457461,-8223347,-8556952,-7307398,-9538689,-9474703,-9936801,-9608093,-7963011,-8685960,-6050115,-8815742,-8622737,-4345673,-7892059,-10921368,-10658712,-9803149,-10000790,-7828845,-6970959,-8618364,-6188139,-4806224,-11248272,-11513760,-8883330,-6451571,-8886425,-7506829,-7896440,-9607574,-6715253,-6253415,-12040104,-11383464,-6455427,-8495523,-11255991,-8759721,-9219246,-9678513,-10138547,-10269617,-12367269,-11776677,-7770515,-9284008,-11321267,-10600120,-11323842,-10731452,-11650753,-11518395,-12431519,-12365723,-10656397,-10921113,-11775385,-10462619,-10593436,-11975604,-10659999,-10856863,2
1722,'2019/09/24 10:58:07:531',21,-4869708,-2239281,-4673884,-6649215,-7966613,-9019296,-9808806,-9742500,-11253940,-11648184,-2567725,-526345,-1777962,-5203829,-8889000,-9611430,-8424582,-8090989,-8362140,-9151147,-3096654,-724758,-2898502,-5926778,-7900564,-9279385,-5788491,-8091245,-9412771,-9872808,-7437700,-6386303,-7108996,-8293264,-7308681,-9278613,-5391669,-8288882,-8556951,-7373192,-9538689,-9474703,-9936800,-9608094,-7963012,-8751754,-5918530,-8749949,-8688530,-4345674,-7826265,-10855832,-10658969,-9737356,-10000791,-7894639,-6905165,-8618362,-6253932,-4806224,-11182735,-11513760,-8949123,-6451314,-8886425,-7506830,-7896439,-9541781,-6781046,-6253672,-12039849,-11449000,-6455427,-8364194,-11321783,-8759466,-9219246,-9678512,-10138547,-10269618,-12301735,-11776677,-7770515,-9283751,-11321268,-10599865,-11323842,-10731452,-11650752,-11518394,-12497054,-12365468,-10656396,-10855576,-11775385,-10462620,-10593436,-11975603,-10725537,-10856863,2
1723,'2019/09/24 10:58:07:563',21,-4935245,-2239282,-4608090,-6649471,-7901078,-9019040,-9808550,-9677220,-11253939,-11648183,-2633518,-526345,-1712169,-5138036,-8889000,-9611431,-8424839,-8090989,-8362140,-9151148,-3162448,-724758,-2832709,-5861242,-7966100,-9279129,-5788747,-8091245,-9413027,-9872808,-7503236,-6386559,-7108996,-8227472,-7243146,-9278613,-5457205,-8223091,-8556952,-7307655,-9538689,-9474703,-9936800,-9673629,-7963012,-8817547,-5918530,-8749949,-8688530,-4345674,-7628887,-10921368,-10724505,-9737356,-10000790,-7960431,-6904909,-8683899,-6253932,-4871761,-11116942,-11513760,-9080452,-6385521,-8886425,-7507086,-7896183,-9541781,-6781046,-6253416,-12040105,-11449000,-6521220,-8298402,-11387319,-8759722,-9219246,-9678256,-10138547,-10269618,-12301734,-11842469,-7836052,-9218215,-11387060,-10534327,-11323842,-10731452,-11650753,-11583930,-12365981,-12300187,-10722188,-10855321,-11775386,-10462620,-10593436,-11975602,-10725536,-10856863,2
1724,'2019/09/24 10:58:07:597',21,-4935244,-2239282,-4673883,-6649472,-7901077,-9019039,-9808806,-9742756,-11254196,-11648184,-2633518,-526345,-1777963,-5138293,-8889000,-9611430,-8424838,-8090989,-8362140,-9216683,-3162191,-724758,-2898502,-5927035,-7966355,-9279385,-5788491,-8091246,-9413027,-9872808,-7437700,-6452095,-7108996,-8227472,-7308682,-9278356,-5457205,-8288883,-8556952,-7241862,-9604224,-9474703,-9936800,-9608093,-7963012,-8751497,-5984323,-8815742,-8557201,-4280137,-7760216,-10921368,-10724249,-9737356,-10000790,-7828846,-6970702,-8618363,-6188139,-4871761,-11116943,-11513759,-8949122,-6451314,-8886425,-7506829,-7961719,-9607574,-6715254,-6253415,-12039849,-11449000,-6520964,-8429475,-11321783,-8759721,-9219246,-9678512,-10138547,-10335154,-12301733,-11776934,-7770516,-9218471,-11386804,-10534584,-11323842,-10731452,-11650752,-11583675,-12431774,-12365724,-10656396,-10855576,-11840922,-10462619,-10593436,-11975603,-10725536,-10791327,2
1725,'2019/09/24 10:58:07:630',21,-4803916,-2239025,-4739421,-6715008,-7901078,-9019039,-9808550,-9742756,-11254196,-11648184,-2567469,-526345,-1843755,-5203830,-8889256,-9611432,-8490375,-8090990,-8362140,-9216427,-3030862,-724759,-2964295,-5927035,-8031891,-9279129,-5788235,-8091246,-9413028,-9938088,-7437700,-6386559,-7109252,-8227472,-7308938,-9212820,-5457205,-8288883,-8491415,-7241862,-9538689,-9474704,-9937056,-9608093,-7897476,-8685704,-6050116,-8815742,-8622737,-4280137,-7892058,-10921368,-10658712,-9737613,-9935254,-7828845,-6970959,-8618363,-6188138,-4871761,-11182736,-11448224,-8883330,-6517107,-8886424,-7506829,-7896439,-9542039,-6715253,-6253416,-12039848,-11383464,-6455427,-8495267,-11255991,-8759466,-9219246,-9678513,-10138547,-10335153,-12301734,-11711142,-7770515,-9284008,-11321268,-10599865,-11389378,-10731452,-11650752,-11518395,-12431517,-12365722,-10656396,-10855577,-11775385,-10462619,-10593436,-11975603,-10725536,-10856608,2
1726,'2019/09/24 10:58:07:663',21,-4869452,-2239026,-4673883,-6715008,-7901078,-8953247,-9808550,-9742757,-11253940,-11648184,-2567469,-526345,-1777963,-5138293,-8889000,-9676967,-8490632,-8090990,-8427676,-9151147,-3096398,-724758,-2898502,-5927034,-7966356,-9279128,-5788491,-8091245,-9413027,-9872809,-7437700,-6386303,-7108996,-8227472,-7308938,-9278612,-5391669,-8288882,-8556951,-7307654,-9538689,-9474703,-9937056,-9608349,-7963012,-8751754,-5984323,-8750206,-8688530,-4345674,-7826266,-10921368,-10658968,-9737357,-10000790,-7894638,-6905166,-8618363,-6253931,-4871761,-11248015,-11513759,-8948867,-6451314,-8886425,-7506830,-7896183,-9541781,-6781046,-6253416,-11974567,-11383464,-6455428,-8429730,-11321527,-8759722,-9219246,-9678256,-10138546,-10269873,-12236198,-11776678,-7770515,-9218471,-11321523,-10534327,-11323842,-10796988,-11716032,-11583930,-12431518,-12365467,-10656396,-10855320,-11775385,-10528155,-10593436,-11975603,-10660000,-10856608,2
1727,'2019/09/24 10:58:07:697',21,-4869709,-2304818,-4608090,-6649472,-7901076,-8953246,-9743013,-9742757,-11253939,-11582648,-2633518,-526345,-1712169,-5072500,-8889000,-9611431,-8490632,-8090989,-8362140,-9151147,-3162191,-724759,-2832710,-5861242,-7966100,-9279384,-5788747,-8091246,-9412770,-9872808,-7437700,-6451839,-7043460,-8227472,-7308938,-9278613,-5457205,-8223346,-8556951,-7307399,-9538688,-9474703,-9936800,-9673630,-7963012,-8817546,-5918530,-8749950,-8688530,-4280138,-7694680,-10921368,-10724505,-9737356,-10000790,-7894895,-6904909,-8618363,-6253932,-4806225,-11116943,-11513759,-9080451,-6451057,-8886425,-7506830,-7896184,-9541781,-6781047,-6253416,-12039848,-11449000,-6520965,-8363938,-11321783,-8759722,-9218990,-9678256,-10138546,-10269618,-12301733,-11842469,-7770515,-9218215,-11387060,-10599864,-11389122,-10731452,-11650753,-11518395,-12497054,-12300188,-10721933,-10855321,-11840922,-10462619,-10593436,-11975603,-10725537,-10856863,2
1728,'2019/09/24 10:58:07:730',21,-4869709,-2239282,-4608090,-6715008,-7901077,-8953247,-9808549,-9742757,-11253940,-11648183,-2633262,-526345,-1777962,-5138293,-8889000,-9611431,-8490375,-8090989,-8427676,-9216428,-3162191,-724758,-2898502,-5927034,-7966356,-9279129,-5788491,-8091246,-9413027,-9872808,-7437701,-6452095,-7108996,-8227472,-7308938,-9278613,-5457205,-8223347,-8491671,-7241862,-9604224,-9474703,-9936800,-9608350,-7963012,-8751753,-5984322,-8750206,-8622738,-4345673,-7760216,-10921367,-10658713,-9737356,-9935255,-7894638,-6905165,-8618363,-6188139,-4871761,-11182478,-11513759,-9014659,-6451314,-8886425,-7506830,-7896184,-9541782,-6715254,-6253416,-12039848,-11449000,-6520963,-8363939,-11321527,-8759466,-9219246,-9678257,-10138547,-10335153,-12301734,-11776935,-7770515,-9283751,-11386803,-10599864,-11323842,-10731451,-11716288,-11518395,-12431517,-12365467,-10721932,-10855320,-11775385,-10462619,-10593435,-11975603,-10725536,-10856864,2
1729,'2019/09/24 10:58:07:763',21,-4869708,-2239026,-4673883,-6715008,-7966613,-8953503,-9808550,-9676965,-11319476,-11647928,-2567725,-526345,-1778219,-5138549,-8888999,-9611430,-8424838,-8090989,-8362141,-9216427,-3096398,-724759,-2898759,-5927035,-7966356,-9279384,-5788234,-8091246,-9478563,-9872807,-7437700,-6386304,-7109252,-8227471,-7374474,-9278355,-5457205,-8288883,-8491672,-7241606,-9604225,-9474703,-9936800,-9608093,-7963268,-8685960,-5984579,-8815742,-8622738,-4345673,-7891802,-10921368,-10658712,-9737612,-9935255,-7828846,-6970702,-8618363,-6188139,-4871761,-11182735,-11513759,-8948867,-6451315,-8886425,-7506830,-7961975,-9607574,-6715253,-6253416,-12040105,-11449000,-6520964,-8429731,-11255991,-8759466,-9219246,-9678512,-10138546,-10269617,-12236199,-11776934,-7770515,-9284007,-11386804,-10599864,-11323841,-10731452,-11650752,-11518394,-12431774,-12365723,-10656396,-10855576,-11775385,-10462620,-10593435,-11975603,-10725535,-10856607,2
1730,'2019/09/24 10:58:07:797',21,-4803916,-2239025,-4673884,-6649472,-7901077,-8953247,-9743014,-9742756,-11253940,-11648184,-2567725,-526345,-1778219,-5138293,-8889255,-9676966,-8490374,-8090989,-8362140,-9150892,-3096398,-724758,-2898503,-5927035,-7966100,-9279130,-5788490,-8091246,-9413027,-9872808,-7437700,-6386559,-7108996,-8227472,-7374474,-9278356,-5457205,-8288882,-8556952,-7241862,-9604225,-9474704,-9871520,-9608349,-7963012,-8751497,-5984322,-8750206,-8622737,-4280138,-7891802,-10921368,-10658713,-9737357,-9935254,-7828846,-6970702,-8683899,-6188139,-4871761,-11182735,-11513759,-8948866,-6516850,-8886425,-7441293,-7896439,-9541782,-6715254,-6253416,-12040104,-11383463,-6455428,-8429731,-11321527,-8759466,-9219246,-9678513,-10138546,-10269873,-12367269,-11776678,-7770515,-9284007,-11386803,-10599865,-11323842,-10731451,-11650496,-11518394,-12431773,-12365468,-10656396,-10855576,-11775385,-10462363,-10658972,-11975603,-10725537,-10791328,2
1731,'2019/09/24 10:58:07:830',21,-4869709,-2239282,-4608091,-6649472,-7901077,-8953247,-9743014,-9742756,-11253940,-11648183,-2567725,-526345,-1777962,-5138293,-8889000,-9611430,-8490375,-8090989,-8362140,-9150892,-3096655,-724758,-2832966,-5861243,-7966100,-9279129,-5788491,-8090989,-9413027,-9938345,-7437700,-6451839,-7108996,-8227471,-7308938,-9278612,-5391670,-8223346,-8556951,-7307398,-9538688,-9474703,-9936800,-9608349,-7963013,-8817290,-5918786,-8750205,-8688530,-4280137,-7760473,-10921368,-10658713,-9737356,-9935254,-7894638,-6905166,-8618363,-6188395,-4806224,-11182478,-11513760,-9014659,-6451058,-8886425,-7506830,-7896183,-9541782,-6715510,-6253416,-12040104,-11449000,-6520963,-8363938,-11321528,-8759467,-9219246,-9678256,-10138545,-10335153,-12301478,-11842214,-7770515,-9152935,-11386803,-10534327,-11323842,-10796987,-11650496,-11518394,-12431518,-12365468,-10721933,-10790040,-11775385,-10462619,-10593436,-11975603,-10725536,-10791327,2
1732,'2019/09/24 10:58:07:865',21,-4869709,-2239282,-4608091,-6649472,-7901077,-8953246,-9742758,-9742501,-11253939,-11648183,-2633518,-526345,-1777962,-5072757,-8888999,-9611431,-8490631,-8090989,-8362395,-9151147,-3162191,-724758,-2832966,-5927034,-7966099,-9279385,-5788491,-8091246,-9413027,-9872808,-7437699,-6451839,-7108996,-8227472,-7374474,-9278613,-5457205,-8288883,-8556951,-7241862,-9538689,-9474703,-9936800,-9608094,-7963012,-8817290,-5984322,-8750206,-8622737,-4280137,-7694680,-10921367,-10724504,-9737357,-10000790,-7894639,-6905166,-8618363,-6188139,-4871761,-11116942,-11513760,-9014659,-6385778,-8886169,-7506829,-7896183,-9541782,-6715254,-6253415,-12040104,-11449000,-6520964,-8363938,-11321528,-8759466,-9218990,-9678256,-10138291,-10335153,-12301734,-11842214,-7770515,-9218215,-11386803,-10599864,-11323842,-10796988,-11716032,-11518394,-12431774,-12365468,-10656396,-10855321,-11775385,-10462619,-10593437,-11910066,-10725536,-10856608,2
1733,'2019/09/24 10:58:07:898',21,-4869708,-2239025,-4673883,-6649472,-7901077,-8953246,-9742759,-9742501,-11188660,-11647928,-2567725,-526345,-1778219,-5138293,-8889000,-9611430,-8490375,-8090990,-8362140,-9216683,-3096654,-724759,-2898502,-5927035,-7966100,-9279129,-5788490,-8091245,-9413028,-9872808,-7437700,-6451839,-7109252,-8161935,-7374475,-9212820,-5457205,-8288883,-8491670,-7241606,-9538689,-9474703,-9936800,-9608349,-7963012,-8685960,-6050115,-8750206,-8622736,-4345673,-7826009,-10921368,-10724249,-9737356,-9935254,-7828845,-6970959,-8618363,-6122602,-4871761,-11182479,-11513759,-8948866,-6516850,-8886425,-7506829,-7896183,-9607318,-6714997,-6187623,-12040104,-11448999,-6455427,-8429475,-11255991,-8759466,-9218990,-9612976,-10138291,-10269617,-12301734,-11776677,-7770515,-9284007,-11321267,-10534328,-11323842,-10731452,-11650497,-11452858,-12497054,-12365467,-10656396,-10855577,-11775385,-10462619,-10593436,-11975602,-10725536,-10922144,2
